bundle_id,condition,round,source,global_accuracy,global_macro_f1,global_loss,aggregation_duration_s,evaluation_duration_s,phase_duration_s,accuracy,f1_score,loss,fit_duration_s,train_duration_s
bundle_0002,flame_blind,33,server,0.5541228367831693,0.499445399510604,1.3736674137587948,0.0033755302429199,0.2484080791473388,0.2744505405426025,,,,,
bundle_0002,flame_blind,34,server,0.4804886325076349,0.4408747778518534,1.3806029243067963,0.0034809112548828,0.2461874485015869,0.2709486484527588,,,,,
bundle_0002,flame_blind,35,server,0.5578554462164913,0.5092808163407821,1.1443477044236592,0.0039670467376708,0.2392477989196777,0.2746143341064453,,,,,
bundle_0002,flame_blind,36,server,0.5626060400407193,0.5129881769774257,1.1810614667102204,0.0025181770324707,0.2853195667266845,0.3105912208557129,,,,,
bundle_0002,flame_blind,37,server,0.5456396335256193,0.5065828457311256,1.1464740298827465,0.0026109218597412,0.3255560398101806,0.3510732650756836,,,,,
bundle_0002,flame_blind,38,server,0.5659993213437394,0.5134971375325391,1.2022259119692034,0.0030436515808105,0.2941057682037353,0.3198838233947754,,,,,
bundle_0002,flame_blind,39,server,0.5341024770953512,0.4878835615843923,1.209864696325348,0.0021905899047851,0.2486798763275146,0.2735476493835449,,,,,
bundle_0002,flame_blind,40,server,0.5649813369528334,0.5152343930831079,1.0928034813152478,0.0022022724151611,0.2754945755004883,0.2999851703643799,,,,,
bundle_0002,flame_blind,41,server,0.5605700712589073,0.5165106666496054,1.0559720006035995,0.0023400783538818,0.2405552864074707,0.2749214172363281,,,,,
bundle_0002,flame_blind,42,server,0.5758398371224974,0.5170691403154132,1.1822823665892022,0.003211498260498,0.2542986869812011,0.2795736789703369,,,,,
bundle_0002,flame_blind,43,server,0.5293518832711231,0.4936615292468945,1.1895748717039774,0.0023331642150878,0.2492847442626953,0.2746880054473877,,,,,
bundle_0002,flame_blind,44,server,0.5802511028164234,0.5244905344689691,1.1245229000716763,0.0037589073181152,0.2697296142578125,0.3050704002380371,,,,,
bundle_0002,flame_blind,45,server,0.5300305395317272,0.4856070439122678,1.196924958424848,0.0025420188903808,0.2759621143341064,0.3017504215240478,,,,,
bundle_0002,flame_blind,46,server,0.5765184933831015,0.5231501163090629,1.1318313396701094,0.0022168159484863,0.2641410827636719,0.2895300388336181,,,,,
bundle_0002,flame_blind,47,server,0.5442823210044113,0.4917461133500648,1.2283984683593088,0.0026013851165771,0.2771060466766357,0.3016984462738037,,,,,
bundle_0002,flame_blind,48,server,0.5866983372921615,0.5347588682015302,1.0759212958598323,0.002079963684082,0.2505881786346435,0.2749660015106201,,,,,
bundle_0002,flame_blind,49,server,0.5938242280285035,0.5348197699057001,1.1057103794228638,0.0028722286224365,0.2505998611450195,0.2760734558105469,,,,,
bundle_0002,flame_blind,50,server,0.5785544621649135,0.52552663677877,1.1243708920875242,0.0027415752410888,0.2542371749877929,0.2791757583618164,,,,,
bundle_0002,flame_blind,51,server,0.5283338988802172,0.4957394715087153,1.2566855501473293,0.0028750896453857,0.2509338855743408,0.2770626544952392,,,,,
bundle_0002,flame_blind,52,server,0.5941635561588056,0.5435209974818794,1.2115142454646344,0.0027732849121093,0.3012826442718506,0.3275671005249023,,,,,
